GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_region_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PDPK1	ENSG00000140992	ENST00000441549	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000462923	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000474706	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000492021	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000561962	processed_transcript	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000566659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000569721	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPK1	ENSG00000140992	ENST00000570136	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PGP	ENSG00000184207	ENST00000333503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PGP	ENSG00000184207	ENST00000562001	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000026218	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000293874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000321878	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000409527	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000420990	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000422307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000439574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000443147	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000470411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000476438	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000480424	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000540241	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000540548	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000634341	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000635205	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000635909	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000635935	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000636005	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000636657	nonsense_mediated_decay	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000637468	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000637701	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGQ	ENSG00000007541	ENST00000638143	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PIGQ	ENSG00000007541	ENST00000638152	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PKD1	ENSG00000008710	ENST00000262304	protein_coding	0	14	9	23	0	0	0	4	0	19	9	0	0	1	0	13	1
PKD1	ENSG00000008710	ENST00000415938	retained_intron	0	0	0	32	0	0	0	4	0	13	0	9	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000423118	protein_coding	0	14	9	23	0	0	0	4	0	19	9	0	0	1	0	13	1
PKD1	ENSG00000008710	ENST00000468674	processed_transcript	0	0	0	22	0	0	0	9	0	5	0	2	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000469241	retained_intron	0	0	0	15	0	0	0	6	0	0	0	3	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000469851	retained_intron	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	9
PKD1	ENSG00000008710	ENST00000471603	retained_intron	0	0	0	19	0	0	0	5	0	2	0	2	0	0	0	0	10
PKD1	ENSG00000008710	ENST00000472577	retained_intron	0	0	0	14	0	0	0	4	0	1	0	4	0	0	0	0	5
PKD1	ENSG00000008710	ENST00000472659	retained_intron	0	0	0	15	0	0	0	10	0	0	0	1	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000473780	processed_transcript	0	0	0	19	0	0	0	12	0	0	0	0	0	0	0	0	7
PKD1	ENSG00000008710	ENST00000474088	retained_intron	0	0	0	15	0	0	0	1	0	1	0	2	0	0	0	0	11
PKD1	ENSG00000008710	ENST00000475889	processed_transcript	0	0	0	15	0	0	0	2	0	2	0	1	0	0	0	0	10
PKD1	ENSG00000008710	ENST00000480227	retained_intron	0	0	0	18	0	0	0	4	0	2	0	2	0	0	0	0	10
PKD1	ENSG00000008710	ENST00000483024	protein_coding	0	1	1	24	0	0	0	12	0	6	1	0	0	0	0	1	6
PKD1	ENSG00000008710	ENST00000483558	processed_transcript	0	0	0	20	0	0	0	11	0	1	0	2	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000483731	retained_intron	0	0	0	32	0	0	0	4	0	13	0	11	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000483814	retained_intron	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	9
PKD1	ENSG00000008710	ENST00000485120	retained_intron	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000486339	retained_intron	0	0	0	25	0	0	0	4	0	6	0	9	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000487932	nonsense_mediated_decay	0	3	2	35	3	0	0	10	0	12	2	0	0	0	0	3	10
PKD1	ENSG00000008710	ENST00000488185	protein_coding	0	1	0	28	0	0	0	13	0	13	0	0	0	0	0	1	2
PKD1	ENSG00000008710	ENST00000496574	retained_intron	0	0	0	26	0	0	0	4	0	7	0	8	0	0	0	0	7
PKD1	ENSG00000008710	ENST00000561668	nonsense_mediated_decay	0	0	0	15	1	0	0	9	0	1	0	0	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000561991	processed_transcript	0	0	0	18	0	0	0	4	0	4	0	3	0	0	0	0	7
PKD1	ENSG00000008710	ENST00000562297	retained_intron	0	0	0	19	0	0	0	4	0	3	0	2	0	0	0	0	10
PKD1	ENSG00000008710	ENST00000562425	nonsense_mediated_decay	0	1	0	14	0	0	0	10	0	0	0	0	0	0	0	1	4
PKD1	ENSG00000008710	ENST00000564313	retained_intron	0	0	0	15	0	0	0	9	0	1	0	1	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000564865	processed_transcript	0	0	0	17	0	0	0	8	0	1	0	2	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000564890	retained_intron	0	0	0	18	0	0	0	8	0	1	0	2	0	0	0	0	7
PKD1	ENSG00000008710	ENST00000565639	retained_intron	0	0	0	27	0	0	0	4	0	12	0	7	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000566784	processed_transcript	0	0	0	12	0	0	0	4	0	1	0	0	0	0	0	0	7
PKD1	ENSG00000008710	ENST00000566905	processed_transcript	0	0	0	14	0	0	0	4	0	1	0	0	0	0	0	0	9
PKD1	ENSG00000008710	ENST00000567355	retained_intron	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000567946	protein_coding	0	1	2	17	0	0	0	4	0	6	2	0	0	0	0	1	7
PKD1	ENSG00000008710	ENST00000568591	nonsense_mediated_decay	0	2	0	27	4	0	0	12	0	10	0	0	0	1	0	1	2
PKD1	ENSG00000008710	ENST00000568796	retained_intron	0	0	0	14	0	0	0	9	0	0	0	1	0	0	0	0	4
PKD1	ENSG00000008710	ENST00000569983	retained_intron	0	0	0	27	0	0	0	12	0	6	0	3	0	0	0	0	6
PKD1	ENSG00000008710	ENST00000570150	processed_transcript	0	0	0	11	0	0	0	8	0	0	0	1	0	0	0	0	2
PKD1	ENSG00000008710	ENST00000570193	processed_transcript	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	8
PKD1	ENSG00000008710	ENST00000570253	retained_intron	0	0	0	13	0	0	0	4	0	1	0	0	0	0	0	0	8
PKD1	ENSG00000008710	ENST00000612014	miRNA	0	0	0	18	0	0	0	12	0	0	0	0	0	0	0	0	6
PKMYT1	ENSG00000127564	ENST00000262300	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000382240	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PKMYT1	ENSG00000127564	ENST00000431515	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000440027	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000570649	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000572059	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000572619	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000572658	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000573944	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000574385	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000574415	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000574730	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000575040	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PKMYT1	ENSG00000127564	ENST00000575632	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PKMYT1	ENSG00000127564	ENST00000575981	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PKMYT1	ENSG00000127564	ENST00000576268	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000268261	protein_coding	0	2	0	14	1	0	0	1	0	12	0	0	2	0	0	0	0
PMM2	ENSG00000140650	ENST00000562025	processed_transcript	0	0	0	4	0	0	0	1	0	2	0	1	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000562318	nonsense_mediated_decay	0	0	0	14	1	0	0	1	0	12	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000562448	retained_intron	0	0	0	6	0	0	0	4	0	2	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000564030	retained_intron	0	0	0	6	0	0	0	4	0	2	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000564069	nonsense_mediated_decay	0	0	0	8	0	0	0	1	0	7	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000565221	nonsense_mediated_decay	0	0	0	14	1	0	0	1	0	12	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000565837	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PMM2	ENSG00000140650	ENST00000565896	nonsense_mediated_decay	0	0	0	8	0	0	0	2	0	6	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000566196	retained_intron	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000566540	nonsense_mediated_decay	0	0	0	14	1	0	0	1	0	12	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000566604	nonsense_mediated_decay	0	2	0	14	1	0	0	1	0	12	0	0	2	0	0	0	0
PMM2	ENSG00000140650	ENST00000566983	protein_coding	0	0	0	16	0	0	0	2	0	12	0	0	0	0	0	0	2
PMM2	ENSG00000140650	ENST00000567697	retained_intron	0	0	0	12	0	0	0	1	0	9	0	2	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000568602	nonsense_mediated_decay	0	0	0	8	0	0	0	5	0	3	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000569958	protein_coding	0	0	0	14	1	0	0	1	0	12	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000570076	nonsense_mediated_decay	0	0	0	14	1	0	0	1	0	12	0	0	0	0	0	0	0
PMM2	ENSG00000140650	ENST00000570134	nonsense_mediated_decay	0	0	0	10	0	0	0	1	0	9	0	0	0	0	0	0	0
POLR3K	ENSG00000161980	ENST00000293860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PPL	ENSG00000118898	ENST00000345988	protein_coding	0	0	1	4	0	0	0	0	0	4	0	0	1	0	0	0	0
PPL	ENSG00000118898	ENST00000588556	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PPL	ENSG00000118898	ENST00000590093	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PPL	ENSG00000118898	ENST00000590782	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
PPL	ENSG00000118898	ENST00000592772	protein_coding	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	2
PRR25	ENSG00000167945	ENST00000301698	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
PRR35	ENSG00000161992	ENST00000409413	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PRSS22	ENSG00000005001	ENST00000161006	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000570950	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000571228	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000572061	retained_intron	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000574768	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000575164	retained_intron	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000576381	nonsense_mediated_decay	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
PRSS22	ENSG00000005001	ENST00000577177	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PRSS27	ENSG00000172382	ENST00000302641	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PRSS27	ENSG00000172382	ENST00000543965	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PRSS27	ENSG00000172382	ENST00000562249	nonsense_mediated_decay	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PRSS27	ENSG00000172382	ENST00000565903	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PRSS27	ENSG00000172382	ENST00000566492	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PRSS29P	ENSG00000196364	ENST00000440800	transcribed_unprocessed_pseudogene	0	0	0	22	0	0	0	15	0	0	0	1	0	0	0	0	6
PRSS29P	ENSG00000196364	ENST00000568091	processed_transcript	0	0	0	26	0	0	0	19	0	0	0	2	0	0	0	0	5
PRSS30P	ENSG00000172460	ENST00000390681	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PRSS30P	ENSG00000172460	ENST00000475030	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PRSS30P	ENSG00000172460	ENST00000476276	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PRSS30P	ENSG00000172460	ENST00000480827	unitary_pseudogene	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PRSS30P	ENSG00000172460	ENST00000489864	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PRSS30P	ENSG00000172460	ENST00000506153	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
PTX4	ENSG00000251692	ENST00000293922	protein_coding	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	2
PTX4	ENSG00000251692	ENST00000440447	protein_coding	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	2
PTX4	ENSG00000251692	ENST00000447419	protein_coding	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	2
RAB26	ENSG00000167964	ENST00000210187	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RAB26	ENSG00000167964	ENST00000541451	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RAB26	ENSG00000167964	ENST00000561600	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RAB26	ENSG00000167964	ENST00000562735	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RAB26	ENSG00000167964	ENST00000564426	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RAB26	ENSG00000167964	ENST00000565592	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
RAB26	ENSG00000167964	ENST00000566724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB26	ENSG00000167964	ENST00000567145	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000248139	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000509637	nonsense_mediated_decay	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000535977	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000538492	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000539661	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000561781	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RAB40C	ENSG00000197562	ENST00000563109	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000564703	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
RAB40C	ENSG00000197562	ENST00000565511	nonsense_mediated_decay	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000566290	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000568586	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RAB40C	ENSG00000197562	ENST00000569575	protein_coding	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1
RBFOX1	ENSG00000078328	ENST00000311745	protein_coding	0	0	0	48	2	0	0	0	0	46	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000340209	protein_coding	0	0	0	48	2	0	0	0	0	46	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000355637	protein_coding	0	0	0	48	2	0	0	0	0	46	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000422070	protein_coding	0	0	0	165	0	0	0	2	0	163	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000436368	protein_coding	0	0	0	48	0	0	0	2	0	46	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000535565	protein_coding	0	0	0	124	0	0	0	2	0	122	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000547338	protein_coding	0	0	0	100	0	0	0	2	0	98	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000547372	protein_coding	0	0	0	165	2	0	0	0	0	163	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000547427	processed_transcript	0	0	0	76	0	0	0	0	0	76	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000547605	protein_coding	0	0	0	156	0	0	0	5	0	151	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000548749	processed_transcript	0	0	0	62	0	0	0	0	0	62	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000550418	protein_coding	0	0	0	165	2	0	0	0	0	163	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000551752	protein_coding	0	0	0	115	0	0	0	5	0	110	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000552089	protein_coding	0	0	0	124	0	0	0	2	0	122	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000553186	protein_coding	0	0	0	165	0	0	0	2	0	163	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000564850	retained_intron	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000567470	protein_coding	0	0	0	16	0	0	0	2	0	12	0	0	0	0	0	0	2
RBFOX1	ENSG00000078328	ENST00000569889	processed_transcript	0	0	0	18	0	0	0	5	0	12	0	0	0	0	0	0	1
RBFOX1	ENSG00000078328	ENST00000570188	retained_intron	0	0	0	9	0	0	0	2	0	7	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000570626	protein_coding	0	0	0	21	0	0	0	6	0	15	0	0	0	0	0	0	0
RBFOX1	ENSG00000078328	ENST00000620507	protein_coding	0	0	0	48	2	0	0	0	0	46	0	0	0	0	0	0	0
RHBDF1	ENSG00000007384	ENST00000262316	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
RHBDF1	ENSG00000007384	ENST00000417043	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RHBDF1	ENSG00000007384	ENST00000419764	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RHBDF1	ENSG00000007384	ENST00000428730	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
RHBDF1	ENSG00000007384	ENST00000448893	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
RHBDF1	ENSG00000007384	ENST00000450643	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
RHBDF1	ENSG00000007384	ENST00000472390	retained_intron	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
RHBDF1	ENSG00000007384	ENST00000482904	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RHBDF1	ENSG00000007384	ENST00000486045	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RHBDF1	ENSG00000007384	ENST00000487201	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RHBDF1	ENSG00000007384	ENST00000493647	retained_intron	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000315082	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000561929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000561983	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000562333	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000562598	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000562708	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000563134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000563637	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000563776	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000566214	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000566965	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000567017	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000568636	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000568950	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000569675	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000569706	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000569943	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000570092	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000570280	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHOT2	ENSG00000140983	ENST00000602564	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SL219P	ENSG00000265386	ENST00000582872	misc_RNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
